1,I am obsessed with this shirt! it's sooooo comfy and soft  like wearing a blanket! perfect for throwing over yoga clothes. comfy yet adorable.
-1,"Sizing is just getting unreasonable  and nothing fits unless it's a crew neck nowadays. this v-neckline would have been perfect if pictured as on the model  but on my 5' 4"" 115 lb frame  the xxs petite neckline came down so low my bra was exposed along the eyelet trim. additionally  the shirt looked like it shrunk in length  and wouldn't have covered a belt on my pants. it also did not match the product description and measured 22"" from the hps to hem. i'm unsure of how when pattern grading an i"
0,"I thought this top was adorable in the store and online. it just didn't work for me. although it fit  it flares out too much in the front and just wasn't flattering on me. i am 5' 5"" and 128 lbs. and ordered the small."
0,The fit is slightly loose  but figure flattering  the fabric is semi sheer and the light  coral color is very pretty. however  after one  short wear i discovered fabric torn from both sides of the back seam. unfortunately  i need to return this blouse asap.
1,I have this in another color and it is my absolute fav! transform any outfit! it has an over-sized fit.
1,I absolutely love this top!! i bought the ivory color  and i am definitely considering buying the black as well! it feels true to size  but i did size up only because i like my tops to fit a little generous and flowy. i can't wait to wear this top all season long!
1,I bought this cardigan in grey. it's sturdy  soft  great layering sweater over a top or even under a heavier sweater. the tail in back is long and unique. the shape is flattering. and for a lighter cardigan  it's more substantial than others out there. the sleeves are long enough for my long arms  which i love.
0,Beautiful thick sturdy denim. probably the best denim i own in terms of the material. the cut can be awkward as it can be tight across the thighs and hips and kinda makes my butt flat. however i love the wash and quality of the material and at a sales price  totally worth it.
-1,Love the design of the fabric. i actually bought these in both colors. i gave only 1 star due stitching on the fabric  it's very scratchy.
-1,The photo of the mila turtleneck where model has her hands to her sides  and just below her hair  there is a bit of extra fabric which falls to the bottom of the sweater in a bit of a pleat- well  it's not representative of the abundance of fabric in the xl. i usually wear an l or xl well with retailer clothing. the excess added the appearance of excessive pounds from breasts to bottom of sweater. bummer. i'll be returning it.
-1,I didn't really understand the other reviews until i received mine in the mail. i love cloth & stone and this is just not up to their normal quality. i bought the blue and yellow colors of this blouse. it's very soft  but the blue already had strings coming from under the arms and i hadn't even tried them on yet. material is super soft  but thin. cut is weird under the arms and tight. sleeves are also tight! i am usually an xs or s in cloth & stone so i ordered smalls. i just fit the arms  but t
-1,"Agree with previous reviewer. i am usually an xs p in this brand (5'3"" 115 lbs) but i could not get the internal slip over my head. the chest area was fitted (i am a 32b) but then the skirt was very full and loose. i could have cut out the slip  but worried it would be see through and just not worth it at full price."
-1,They look nice on the page  but they didn't work on my body. made me look big and boxy. maybe if you're super-skinny  they'll be fine.
-1,These run small (i am 110 and got a size 4)  they were a tad tight on top. the waist fit but felt a little too snug  short from waist to crotch and then bloomed out in a nice but stiff ish material. they are a dark blue animal print. i felt like bozo the clown goes to the jungle. they looked so silly i had to laugh. even with the 20% off  these are going back. not even comfortable to lounge around the house in never mind being seen by anyone in person!
1,Nice tee  true red 3/4 sleeves  lacing is a nice touch. good quality and great sale price.
1,"I own quite a few deletta tops  and this one nails it. a great staple in a pretty color (i purchased the green). peplum tops can be hit or miss for me and often come up short or balloon out too much. this one is so flattering. i initially ordered a medium (5'8""  145) but exchanged for a small when i found the medium to be a little roomy on me. the small is perfect. the top is made of a medium weight material and is slightly fitted  nipping in at the waist. the ""skirt"" piece falls nicely and is l"
0,I'm on the fence about this one. it is pretty
1,"This was a winner retailer!!!!! bought it with my birthday discount. a bit pricey  but when i wore it (over and over again) i can see why. the material is so soft  flows beautifully and is just the right length on me. i am petite (5'3"") slender at 115 and i wear it with wedge heels  just like the model. i did iron it when i took it out of the package but have not had to iron it again.    i have received many compliments on this dress. bought the washed denim look.    thank you!!!!"
-1,"As soon as i saw this dress i ordered it...i didn't want to miss out on it. i loved the look...the colors were so fun and bright...i thought it was going to be my perfect dress for an upcoming trip to hawaii. i am 5'4"" about 118#. i ordered a pxs. when it arrived i loved the feel of the fabric and the colors but was wondering what it would look like on as it was a lot of fabric. i know it is to be flowing but on me it was just awful. part is that the ties on the shoulder are sewn in place so i c"
1,Love this top (and every top tiny puts out).  runs very small.  i normally wear an xs but i got a m in this top.  so pretty and great detail
1,This dress hits all of the high notes for me. it is crisp  elegant  and it looks like something a european coutour designer would create. i am so glad i have this dress in my wrardrobe. it hits me just above the knee which is super flattering. wear this to a fancy party when you want to look feminine and classy. it is a dress that will serve you for a lifetime.
-1,With all of the glowing reviews of this dress  i so badly wanted to adore this very special cocktail dress. it fit nicely  the quality was great  but there is a decorative (?) line of hook and eyes down the front which come undone with the slightest movement. i wore the dress out one time and was paranoid the entire time  kept glancing down to make sure i hadn't come undressed. i suppose i could've gotten out the needlenose and crimped them all shut  but decided to take it back. i didn't see tha
0,I ordered the blue stripe and white in size large. i didn't like it worn off shoulder but it does stay in place  which is a good thing. and it looks okay worn on the shoulders. i find the fabric so uncomfortable and itchy that i couldn't wait to take it off  immediately. i tried them on again a second time  still hopeful  with the same outcome. sadly  returning.
-1,I tried this on in the store and it was huge. i couldn't try on a smaller size because they only had a 2 and 4. i tried on my usual size 12. i don't think the embroidery is as pretty in person either. definitely not worth the price.
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!
-1,I own many retailer dresses but the sizing can be odd. i usually wear a size 4-6 and i have a floreat maxi dress size 4 that works well. i am 34c and based on the reviews i decided to order a size 6. the dress fits well except for he bust area that is very snug/couldn't even get the zipper up. i will probably have to order a size 10 to be able to close the zipper on the bust area but it will be huge everywhere else.the fabric seems very delicate and may develop runs easily. it's a shame because th
-1,The sweater runs large  the sweater is designed in such a way that it looks very sloppy. i would never be able to wear it out of the house. however  the material is exceptionally soft and delightful. keeping as its a great stay at home & lounge sweater  but way over priced for this purpose. if you can get the fabric to lay correctly  you're a genius.
-1,This top was very cute but super short- and i am a short waisted petitie person-the waistline hits above your belly button- looks very silly.
0,"At 5'5"" (almost)  122lbs.  i always wear a size small. however this dress runs large (no  i am not smaller than i was 6 months ago) and it looked like a dumpy sack on me. too bad  i really wanted it to fit! it is a slightly heavier fabric than anticipated  and would be an excellent travel dress. i may try the xs. . ."
1,The picture online doesn't do this pretty dress justice. i'm curvy  and always searching for dresses that don't make me look like a sack of potatoes. its pin tucks at the bust give it a little shape  and the print is much more vibrant in person. will look great with tights and a black blazer for dinners out.
1,I like the grey pattern and black and white contrast versions the best! very soft and falls nicely on my bust. the biggest differences wit the sizes are on length  so i ordered up for it would be a bit longer. it's a great piece.
0,Great color and quality but very boxy. even with the drawstring there is no shape going on here.
0,"I really wanted to love this  but it had so much fabric around the waist i looked like i was about to deliver twins. for ref  i'm 5'3"" 105 lbs. the top area fit fine (had a little extra room on either side under armpit area  but not so much it would've deterred me from keeping it). i adore peplum and flouncy tops--it wasn't that i didn't realize that was the intended style here. it was very cute from the front and back  but when i turned sideways it was just omg huge. like tent huge. i kept look"
0,It was love at first sight when i saw this dress online. i have several maeve dresses which i love so i thought this would be a sure thing. i was really excited when it arrived because when i opened the package the dress looked just as beautiful...until i put it on. fit is fine from the waist down but the upper part fits very poorly especially in the back. not sure if it's the zipper that pulls the fabric or if there's just too much fabric in the back but the back of the bodice doesn't lie flat
-1,I love the design and fit and quality. have been looking for a long-line top like this and was willing to pay full price. i have that dreadful little roll right under my bust line and this sucks everything in nicely. smooths it all out. i'm a 38c and everything was contained nicely and fit great in the large top.     here's my issue - wore it once and the colors ran! i was so excited to wear this i didn't even wash the top (i rinsed and dried the bottom  though). and i'm not a swimmer. just let
1,This is such a comfy top  and the fabric is really great. more supple / flowy than i expected. it does run larger than i expected. i typically wear a large  and it's almost more billowy than i would normally prefer. i would love to try a medium to see the difference  but since it was purchased online  i'm just going with it. this will get lots of wear this season.
0,I think this blouse would work for petites. it is super short and boxy. looked nothing like the fit on the model. sad to return it  love the print.
