0,"This top is super cute  however the bottom hem is all frayed....couldn't really tell that from the pictures. the ""flutter"" sleeves are too big...looks funny with the fraying...runs a little large as well. loved the color! perfect with white denim!"
0,I bought this sweater the minute i saw it  and waited for over six weeks for it to come off of back order (it was further delayed from even what i was told when i first ordered it).   i was beyond excited when it finally arrived and wore the sweater the day after i received it... i had a long flight and thought it was the perfect option for keeping comfy on a plane.   i was so disappointed that by the time i got off my flight four hours later  the sweater had not one  not two  but three differen
1,This shirt fits really well- i ordered a size small and it's definitely a bit form fitting. i was a little bit hesitant to purchase this at first- for a tshirt it's a pretty hefty price. but the quality and cut are really quite attractive and worth every penny.
0,This is baggy on me in my regular size. this happens to be a good thing because it's also very thin...tissue thin... material. the reason that's a good thing is i can wear another t- shirt under it with all that extra room and it hangs nicely. i'm hoping it shrinks a bit when i wash it in hot water.the design on the front is the only real reason i'm keeping it.
0,I wish it were easier to get in this dress. i'm 5'4 with a 36d and i couldn't get it on. it's so pretty though.
-1,I think this shirt would be really cute on the right body type  just not mine. i'm 5'5  125 and a 34ddd a couple weeks post partum. thought this could be a good shirt while i'm nursing bc it's flowy but stylish. unfortunately it did nothing for me when i put it on. the cut drew all attention to my big chest---not in a good way--and distracted from my smaller lower half. made me look much bigger and heavier than i actually am. probably good for small chested girls  very tall girls or curvy on the
-1,Beware. white is not white. white is more cream  off-white  light beige. i was really looking forward to these shorts but was immediately disappointed when i saw the color. they are cute  but not white. i bought them to wear with the nautical look tops for this summer  but unfortunately  creamy colored shorts don't do much for navy/white tops.also  the button is very difficult to open/close.otherwise they are ok.
-1,Sooo disappointed with how flimsy this fabric is. i think this is the thinnest of all clothing items i have ever come across anywhere in my life. this is really a shame because the colors are stunning and it is a nice shirt style. another con is if you have any bit of back fat it shows every lump and bump . i do not recommend unless you have a lean back and the cost was $5.00!!!
1,I wore this with a velvet moss-colored skirt (also sold at retailer) that hits above knee and received so many compliments. the neckline and sleeves are gorgeous. i like my sweaters comfy so i ordered a medium and love it. not quite cropped but it does hit a bit higher on the waist. sleeves hit above wrist as well.
1,This sweater is very cute. i got a medium  i'm broad in the shoulders and a 34c. i wanted it a little loose. threw it over a tshirt and was not itchy at all. i feel it is light weight and perfect for our mild winters in florida. can't wait till the weather cools down to wear it.
0,This is definitely a personal preference review. i loved this dress when i tried it on. it's really beautiful. however  there was just way too much fabric on the sleeves for me. i know it's the style and i have similar style dresses  but i felt really large in this dress and it all came down to the sleeves for me.
1,Love the cotton knit  for the comfort  but from a distance this blouse looks dressier. the embroidery adds a nice flare. personally  i was happy that this is long enough to cover my bottom  as it gives it a nice lean look with skinny jeans and pants. i found that it ran a little bit  but choose to keep the size i ordered anyway.
-1,I just bought this and i really disagree with previous review that it runs big - i wear an 8 in skirts and bought another retailer skirt last week that fits just fine - this one does not even zip up. i might exchange for bigger size  as label is just a number to me and sizes are really inconsistent - or it may just go back.
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.
1,This shirt is wonderful! i love the styling and the print. sure to be a favorite!
1,"I really like this top. bought it in ""purple"" but i would not call it that. it is more maroon or burgundy. color is exactly what it shows in the online photo. really like the green also. crocheted arms are super. i found it ran slightly small  so if you are between sizes  order up. one slight personal problem for me is that there is cashmere in it and i live in florida. even though we do get cooler weather here  i am not sure i will have that much chance to wear it; it will be too warm for me. t"
1,"These jeans are worth every penny! they fit me perfectly as soon as i put them on  and i wore them the rest of the day! they are true to size with very generous stretch...if anything  i would size down. they feel durable  but not like typical denim. very soft. i am 5'3"" and about 117 or so  and my normal 25 fit like a dream. i did end up exchanging these because there was a small nick on the inside of the left thigh  and i was afraid they might tear right open. if the new pair comes without defe"
-1,This product runs either really small or is super high waisted. either way not for me.
1,Love it! perfect casual look with a jacket and booties
-1,"The dress is beautiful on the model. in person it's sheer  but i could have dealt with that if the fit had been great. i am 5'4"" and the petite was too short and the regular too long. both are very boxy and seem to run big. even the size small in both petite and regular were too big on me and usually in cloth and stone size small is perfect. i really wanted to love this dress but ended up returning several sizes in my attempt to find the perfect size."
-1,I ordered first the green  then the grey (in case the green was mismarked.)  so short!!  is this to be in keeping with the ankle pant trend??  anyone who wants a shorter pant could easily hem them. but there is no way to lengthen them.  i held the new pants up to an older pair from previous years. they are a full 2 1/2 inches shorter! wow!  note how in the photo of the golden color pants they barely skim the model's ankle. that's how they are in real life.  i wear these pants in a tall  and live
-1,Long-time ag jeans fan. lately though  i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans  i would've ordered them. i found the same thing with the prima jeans i ordered (same review there).  so back both pairs went.   it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.
0,I was so excited to receive this top but was immediately disappointed! it is much thinner than it seems & it almost feels like a cheap top. it's also see-through but i'm not bothered by that. it has a very boxy cut which i like with slimmer bottoms. but overall  i didn't care for this top & expected it to be more structured & stiff rather than flimsy & thin. it's going back...
1,Great dress for a full figure. forget about the horizontal stripes. you can wear this with great style and get away with wearing those dreaded stripes. the possibilities have been great because i wear this dress with sweater vests  athletic vests  sweaters  jackets and wool scarves. i have worn this dress with cowboy boots  dress boots and pumps and it looks great with all options. the material is thick enough that panty lines don't show. women of different ages stop me and tell me they want thi
1,I ordered this top in a xs which is what i usually wear in most tops. a little big but just shrunk it. very comfy and love the color.
0,"I tried this on in a store and it was beautiful except the sizing was way off. i'm 5'11"" and usually a 12 or 14. the 12 was skin-tight and the 14 was so loose it was comical - and even on my super long legs  the cuffs dragged on the floor. plus the lacy panels in the cleavage area are totally see-through and my bra was very visible. i was totally bummed. also incidentally  this didn't seem the best quality. there were strings hanging out of the lacy areas  and the waist tie ties way higher than"
